APN,FORMATTED_ADDRESS,COMMUNITY,ABOVEGROUNDAREA,BELOWGROUNDAREA,PARCEL_AREA_SQFT,YEARBUILT,BATHROOMS,BEDROOMS,NUM_STORIES,FIREPLACES,CONSTRUCTIONTYPE,Assessed Value,Sale Price,Recommend Sale
4.02824E+11,3024 Humboldt Ave S #202,CALHOUN-ISLE,617,,5913,1963,1,1,1,0,Wood Frame,151000,168000,Sell
8.02824E+11,4444 Lake Harriet Pkwy W #7,SOUTHWEST,617,,12286,1936,1,1,1,0,Wood Frame,176500,144940,Not Sell
2.02824E+11,3720 18TH Ave S,POWDERHORN,618,618,4924,1915,1,1,1,0,Wood Frame,175500,176000,Not Sell
8.02824E+11,4040 Drew Ave S,SOUTHWEST,618,618,5376,1920,1,1,1,0,Wood Frame,244000,250000,Not Sell
2.30292E+12,401 1ST St S #1321,CENTRAL,618,,70777,1989,1,1,1,0,Reinforced Concrete,245500,250000,Not Sell
3.40292E+12,2630 Pleasant Ave #103,POWDERHORN,618,,14820,1969,1,1,1,0,Wood Frame,86000,74000,Not Sell
5.02924E+11,4051 Upton Ave N,CAMDEN,618,468,5380,1925,1,2,1,0,Wood Frame,126000,158000,Sell
1.90292E+12,857 Weeks Ave,UNIVERSITY,620,644,5000,1914,1,1,1.2,0,Wood Frame,141000,155000,Sell
2.60292E+12,603 9TH St S #603-1,CENTRAL,622,,18315,1895,1,1,2,0,Brick & Mill,169000,185000,Sell
3.00292E+12,2600 University Ave SE #216,UNIVERSITY,623,,40920,2006,1,1,1,0,Wood Frame,188000,170000,Not Sell
9.02824E+11,3921 Aldrich Ave S,SOUTHWEST,624,624,5250,1916,1,1,1.2,0,Wood Frame,264500,246500,Not Sell
1.10282E+12,4448 15TH Ave S,NOKOMIS,624,624,5338,1929,1,1,1,0,Wood Frame,157500,205640,Sell
3.40292E+12,2701 Harriet Ave #201,POWDERHORN,624,,5585,1926,1,1,1,0,Wood Frame,146500,149900,Not Sell
3.40292E+12,2701 Harriet Ave #204,POWDERHORN,624,,5585,1926,1,1,1,0,Wood Frame,146500,145500,Not Sell
1.21182E+12,4738 Bryant Ave N,CAMDEN,624,624,5198,1923,1,2,1,0,Wood Frame,96500,152000,Sell
1.20292E+12,2531 Mckinley St,NORTHEAST,624,624,5000,1924,2,2,1,0,Wood Frame,166000,235415,Sell
2.20282E+12,6132 3RD Ave S,NOKOMIS,624,624,6080,1941,2,3,1,0,Wood Frame,164000,217601,Sell
3.10292E+12,2833 42ND Ave S,LONGFELLOW,624,624,5160,1917,2,3,1,0,Wood Frame,218500,200000,Not Sell
1.10282E+12,4014 15TH Ave S #2B,POWDERHORN,625,625,159520,1965,1,1,1,0,NA,87500,85360,Not Sell
1.10282E+12,4014 15TH Ave S #4,POWDERHORN,625,,159520,1965,1,1,0,0,Wood Frame,85000,112000,Sell
1.10282E+12,4010 15TH Ave S #4,POWDERHORN,625,,159520,1965,1,1,0,0,Wood Frame,80000,90000,Sell
3.40292E+12,2732 Grand Ave S #101,POWDERHORN,627,,10496,1966,1,1,1,0,Wood Frame,123000,128050,Sell
1.11182E+12,5147 Morgan Ave N,CAMDEN,630,472,7628,1951,1,1,1,0,Wood Frame,120000,80000,Not Sell
1.00282E+12,3844 Nicollet Ave #205,SOUTHWEST,631,,15280,1965,1,1,1,0,Wood Frame,112500,141300,Sell
3.02824E+11,3446 Pleasant Ave #3,POWDERHORN,632,,8678,1961,1,1,1,0,Wood Frame,106000,140000,Sell
2.40282E+12,5745 25TH Ave S,NOKOMIS,632,632,5120,1926,2,3,1,0,Wood Frame,185000,214400,Sell
8.02824E+11,4236 Upton Ave S #206,SOUTHWEST,633,,12744,1959,1,1,1,0,Concrete,118500,140000,Sell
1.00282E+12,3844 Nicollet Ave #305,SOUTHWEST,633,,15280,1965,1,1,1,0,Wood Frame,123500,135861,Sell
2.40292E+12,333 8TH St SE #216,UNIVERSITY,633,,37189,1973,1,1,1,0,Wood Frame,115000,115000,Not Sell
2.40292E+12,333 8TH St SE #316,UNIVERSITY,633,,37189,1973,1,1,1,0,Wood Frame,116000,134500,Sell
4.02824E+11,3540 Hennepin Ave #207,CALHOUN-ISLE,634,,36460,1972,1,1,0,0,Wood Frame,141500,150000,Sell
2.80292E+12,1934 Aldrich Ave S #202,CALHOUN-ISLE,634,,31950,1905,1,1,1,0,Wood Frame,132000,166001,Sell
4.02924E+11,3602 Humboldt Ave N,CAMDEN,635,635,4970,1908,1,1,1,0,Wood Frame,74500,120528,Sell
4.02824E+11,3252 Fremont Ave S #201,CALHOUN-ISLE,636,,5459,1929,1,1,1,0,Wood Frame,162000,166400,Not Sell
8.02924E+11,3242 Upton Ave N,CAMDEN,636,636,5109,1925,1,2,1,0,Wood Frame,123500,166900,Sell
1.00282E+12,4227 Nicollet Ave #002,SOUTHWEST,637,,7636,1929,1,1,1,0,Concrete,120500,162501,Sell
1.90282E+12,5445 44TH Ave S,NOKOMIS,637,637,5120,1914,2,3,1,0,Wood Frame,201500,200000,Not Sell
2.70292E+12,1311 Yale Pl #22,CENTRAL,638,,21483,1900,1,1,1,0,Brick & Mill,113500,167351,Sell
2.70292E+12,522 Ridgewood Ave #6,CENTRAL,638,,7000,1925,1,1,1,0,NA,131000,140000,Sell
3.00292E+12,2900 University Ave SE #303,UNIVERSITY,639,,28474,2007,1,1,1,0,Wood Frame,177500,179000,Not Sell
3.30292E+12,2536 Dupont Ave S #103,CALHOUN-ISLE,639,,13524,1968,1,1,1,0,Concrete,105500,113975,Sell
4.02924E+11,4307 Knox Ave N,CAMDEN,640,288,5063,1925,1,1,1,0,Wood Frame,98000,72500,Not Sell
1.10282E+12,4342 10TH Ave S,NOKOMIS,640,440,5373,1909,1,1,1.2,0,Wood Frame,165500,80000,Not Sell
1.90282E+12,5617 35TH Ave S,NOKOMIS,640,480,5120,1924,1,1,1,0,Wood Frame,165000,187000,Sell
2.40282E+12,5700 25TH Ave S,NOKOMIS,640,640,5504,1920,1,1,1,0,Wood Frame,158500,188180,Sell
1.02824E+11,3748 29TH Ave S,POWDERHORN,640,640,5040,1941,1,2,1,0,Wood Frame,190000,195000,Not Sell
7.02823E+11,4141 44TH Ave S,LONGFELLOW,640,320,5120,1909,1,2,1,0,Wood Frame,138000,140000,Not Sell
1.90282E+12,3601 54TH St E,NOKOMIS,640,640,6650,1927,1,2,1,0,Wood Frame,166500,198850,Sell
1.90282E+12,5416 33RD Ave S,NOKOMIS,640,640,6258,1926,1,2,1,0,Wood Frame,185500,227065,Sell
1.90282E+12,5840 43RD Ave S,NOKOMIS,640,640,5120,1949,1,2,1,0,Wood Frame,167500,198790,Sell
1.00282E+12,4515 Grand Ave #101,SOUTHWEST,641,,16128,1950,1,1,1,0,Wood Frame,145000,151500,Sell
1.40292E+12,720 3RD Ave NE #313,NORTHEAST,641,,44339,1989,1,1,1,0,Wood Frame,121500,159000,Sell
4.02924E+11,3815 Colfax Ave N,CAMDEN,642,482,5052,1915,1,1,1.2,0,Wood Frame,79500,67000,Not Sell
1.10282E+12,4010 15TH Ave S #10,POWDERHORN,642,,159520,1965,1,1,0,0,Wood Frame,81500,85000,Sell
1.10282E+12,4040 15TH Ave S #9,POWDERHORN,642,,159520,1965,1,1,0,0,Wood Frame,81500,111500,Sell
1.70282E+12,5043 Ewing Ave S,SOUTHWEST,644,644,5080,1923,1,1,1,0,Wood Frame,264000,315000,Sell
3.30292E+12,2507 Bryant Ave S #104,CALHOUN-ISLE,644,,10306,1961,1,1,1,0,Wood Frame,175500,162500,Not Sell
9.02924E+11,812 34TH Ave N,CAMDEN,644,,2783,1895,1,2,1.5,0,Wood Frame,52500,69840,Sell
2.60292E+12,929 Portland Ave #208,CENTRAL,645,,44274,2006,1,1,1,0,Concrete,220000,210500,Not Sell
2.60292E+12,929 Portland Ave #307,CENTRAL,645,,44274,2006,1,1,1,0,Concrete,222000,220000,Not Sell
3.50292E+12,2850 Cedar Ave #209,PHILLIPS,646,,16640,2005,1,0,1,0,Wood Frame,114000,104500,Not Sell
3.10292E+12,2620 34TH Ave S,LONGFELLOW,646,646,5680,1915,2,1,1.2,0,Wood Frame,178000,203000,Sell
1.90292E+12,1088 21ST Ave SE,UNIVERSITY,646,646,5040,1940,2,2,1,0,Wood Frame,150500,195900,Sell
2.20292E+12,400 1ST St N #613,CENTRAL,647,,18900,1900,1,1,0,0,Brick & Mill,221500,275000,Sell
1.80282E+12,5229 34TH Ave S,NOKOMIS,648,648,5040,1910,2,2,1.2,0,Wood Frame,147500,96000,Not Sell
2.70292E+12,601 Marquette Ave #405,CENTRAL,649,,17595,1949,1,1,1,1,Concrete,205000,230000,Sell
3.02824E+11,3215 Pillsbury Ave #110,POWDERHORN,650,,14940,1965,1,1,1,0,Wood Frame,124500,140000,Sell
4.02824E+11,3252 Fremont Ave S #204,CALHOUN-ISLE,650,,5459,1929,1,1,1,0,Wood Frame,165000,168900,Not Sell
2.60292E+12,433 7TH St S #1912,CENTRAL,650,,50950,1985,1,1,1,0,Concrete,127000,148000,Sell
2.60292E+12,433 7TH St S #2028,CENTRAL,650,,50950,1985,1,1,1,0,Concrete,127500,132000,Sell
1.11182E+12,4607 Oliver Ave N,CAMDEN,650,650,5277,1927,1,3,1,0,Wood Frame,143000,171000,Sell
5.02824E+11,3131 Excelsior Blvd #812,CALHOUN-ISLE,651,,44188,1987,1,1,1,0,Reinforced Concrete,174000,165447,Not Sell
4.02924E+11,3734 Logan Ave N,CAMDEN,652,652,5040,1915,1,1,1,0,Wood Frame,100000,126100,Sell
2.70292E+12,1812 Clinton Ave #1,CENTRAL,652,,6400,1917,1,1,1,0,Wood Frame,93000,92000,Not Sell
2.02824E+11,3116 12TH Ave S #A101,POWDERHORN,654,,6955,1928,1,1,1,0,Brick & Mill,95500,130950,Sell
2.02824E+11,3116 12TH Ave S #A208,POWDERHORN,654,,6955,1928,1,1,1,0,Brick & Mill,97000,125000,Sell
5.02824E+11,3022 Lake Shore Dr #3022A,CALHOUN-ISLE,654,654,9328,1984,1,1,1,1,Wood Frame,178500,140650,Not Sell
1.30282E+12,2809 Minnehaha Pkwy E #103,NOKOMIS,655,,20626,1970,1,1,1,0,Wood Frame,95000,129200,Sell
1.30282E+12,2809 Minnehaha Pkwy E #209,NOKOMIS,655,,20626,1970,1,1,1,0,Wood Frame,95500,135000,Sell
2.20292E+12,400 1ST St N #204,CENTRAL,655,,18900,1900,1,1,0,0,Brick & Mill,186500,219000,Sell
2.70292E+12,11 12TH St S #201,CENTRAL,655,,10428,1907,1,1,1,0,Concrete,156000,155000,Not Sell
2.70292E+12,11 12TH St S #301,CENTRAL,655,,10428,1907,1,1,1,0,Concrete,143500,148900,Sell
2.30292E+12,401 1ST St S #200,CENTRAL,656,,70777,1989,1,0,1,0,Reinforced Concrete,231000,255110,Sell
6.02823E+11,3537 36TH Ave S,LONGFELLOW,656,656,5080,1922,1,2,1,0,Wood Frame,126500,177500,Sell
3.02824E+11,1 Lake St W #R-409,POWDERHORN,660,,97205,1981,1,1,0,0,Wood Frame,65500,127500,Sell
1.21182E+12,4823 Camden Ave,CAMDEN,660,330,5138,1916,1,1,1,0,Wood Frame,108500,141000,Sell
1.30292E+12,730 Stinson Blvd #426,UNIVERSITY,660,,184456,1928,1,1,1,0,Reinforced Concrete,157500,179450,Sell
2.60292E+12,433 7TH St S #1524,CENTRAL,660,,50950,1985,1,1,1,0,Reinforced Concrete,159000,151400,Not Sell
2.60292E+12,433 7TH St S #2124,CENTRAL,660,,50950,1985,1,1,1,0,Concrete,130500,137650,Sell
5.02924E+11,4201 Penn Ave N,CAMDEN,660,660,7809,1920,1,2,1,0,Wood Frame,49500,82278,Sell
1.21182E+12,4714 Fremont Ave N,CAMDEN,660,660,6480,1943,1,2,1,0,Wood Frame,116000,170750,Sell
1.21182E+12,4730 Fremont Ave N,CAMDEN,660,660,6492,1942,1,2,1,0,Wood Frame,118000,129900,Sell
1.21182E+12,4734 Fremont Ave N,CAMDEN,660,660,6492,1943,1,2,1,0,Wood Frame,135000,150000,Sell
1.21182E+12,4646 Fremont Ave N,CAMDEN,660,660,5184,1942,1,2,1,0,Wood Frame,135000,170618,Sell
1.70282E+12,5352 48TH Ave S,NOKOMIS,660,330,5120,1923,1,2,1,0,Wood Frame,193000,205000,Sell
1.20282E+12,3833 21ST Ave S,POWDERHORN,660,660,5418,1920,2,1,1,0,Wood Frame,194000,225000,Sell
1.02824E+11,3431 24TH Ave S,POWDERHORN,662,399,4880,1910,1,1,1.2,0,Wood Frame,121000,96000,Not Sell
3.02824E+11,3346 Blaisdell Ave #7,POWDERHORN,662,,14864,1925,1,1,1,0,Wood Frame,104000,137255,Sell
2.02824E+11,1500 38TH St E,POWDERHORN,662,424,3894,1905,1,2,1.5,0,Wood Frame,157500,184900,Sell
2.30292E+12,250 Park Ave #515,CENTRAL,663,,27695,1900,1,1,1,0,Concrete,230500,183920,Not Sell
8.02824E+11,4415 Chowen Ave S #102,SOUTHWEST,665,,9840,1929,1,1,1,0,Wood Frame,137500,168000,Sell
2.60292E+12,433 7TH St S #2209,CENTRAL,665,,50950,1985,1,1,1,0,Reinforced Concrete,133000,134900,Not Sell
2.70292E+12,1225 Lasalle Ave #1901,CENTRAL,665,,50680,1978,1,1,1,0,Concrete,144000,161990,Sell
2.02824E+11,3632 Park Ave #101,POWDERHORN,666,,5850,1917,1,1,1,0,Wood Frame,90500,165825,Sell
2.30292E+12,15 1ST St S #A-603,CENTRAL,667,,166650,1965,1,1,1,0,Reinforced Concrete,142500,150000,Sell
2.30292E+12,15 1ST St S #A1015,CENTRAL,667,,166650,1965,1,1,1,0,Reinforced Concrete,170500,178000,Sell
2.30292E+12,15 1ST St S #A1505,CENTRAL,667,,166650,1965,1,1,1,0,Reinforced Concrete,174000,170500,Not Sell
2.20292E+12,748 3RD St N #201,CENTRAL,668,,31256,1915,1,1,1,0,Concrete,235000,269500,Sell
2.20282E+12,5925 Clinton Ave,NOKOMIS,668,,11310,1918,1,2,1,0,Wood Frame,254500,219810,Not Sell
1.40292E+12,215 7TH St NE #110,NORTHEAST,670,,36981,1924,1,1,1,0,Brick & Mill,161000,169265,Sell
1.10282E+12,4029 14TH Ave S #11,POWDERHORN,671,,159520,1965,1,1,0,0,Wood Frame,84500,107000,Sell
1.10282E+12,4023 14TH Ave S #17A,POWDERHORN,671,,159520,1965,1,1,0,0,Wood Frame,91000,96500,Sell
2.80292E+12,48 Groveland Terr #B103,CALHOUN-ISLE,671,,90635,1966,1,1,1,0,Wood Frame,148000,147000,Not Sell
1.02924E+11,3300 Polk St,NORTHEAST,671,671,5000,1946,1,2,1,0,Wood Frame,149000,225000,Sell
2.80292E+12,821 Douglas Ave #105,CALHOUN-ISLE,671,,11250,1963,2,1,1,0,Wood Frame,163000,145000,Not Sell
1.10292E+12,2539 Madison St,NORTHEAST,671,671,5353,1946,2,2,1,0,Wood Frame,201500,199900,Not Sell
1.10292E+12,2551 Madison St,NORTHEAST,671,671,5557,1946,2,2,1,0,Wood Frame,207000,223500,Sell
3.02824E+11,3522 Harriet Ave #105,POWDERHORN,672,,17526,1965,1,1,1,0,Wood Frame,110500,136000,Sell
3.02824E+11,3522 Harriet Ave #203,POWDERHORN,672,,17526,1965,1,1,1,0,Wood Frame,112000,140000,Sell
3.40292E+12,9 Franklin Ave W #206,POWDERHORN,672,,21826,2004,1,1,1,0,Wood Frame,155500,216000,Sell
3.60292E+12,2733 30TH Ave S,LONGFELLOW,672,,6000,1900,1,1,1,0,Wood Frame,112500,185082,Sell
1.02924E+11,3210 Fillmore St,NORTHEAST,672,672,5000,1947,1,2,1,0,Wood Frame,179000,186900,Sell
6.02823E+11,3023 40TH Ave S,LONGFELLOW,672,336,5120,1900,1,2,1,0,Wood Frame,146000,132000,Not Sell
1.30282E+12,5256 30TH Ave S,NOKOMIS,672,672,5160,1925,2,1,1,0,Wood Frame,252000,268765,Sell
1.11182E+12,4947 Newton Ave N,CAMDEN,672,672,5020,1948,2,2,1,0,Wood Frame,116500,2000,Not Sell
1.20282E+12,2109 38TH St E,POWDERHORN,672,672,3440,1919,2,2,1,0,Wood Frame,163500,170000,Sell
2.40292E+12,814 5TH St SE #4,UNIVERSITY,673,,10890,1940,1,1,1,0,Wood Frame,118500,125727,Sell
2.70292E+12,400 Groveland Ave #710,CENTRAL,673,,87900,1968,1,1,1,0,Reinforced Concrete,108500,140000,Sell
2.70292E+12,400 Groveland Ave #1310,CENTRAL,673,,87900,1968,1,1,1,0,Reinforced Concrete,114500,140000,Sell
2.70292E+12,400 Groveland Ave #2210,CENTRAL,673,,87900,1968,1,1,1,0,Reinforced Concrete,130000,142250,Sell
2.30292E+12,401 1ST St S #321,CENTRAL,674,,70777,1989,1,1,1,0,Reinforced Concrete,213500,246000,Sell
1.80282E+12,3518 Minnehaha Pkwy E,NOKOMIS,674,506,4800,1922,2,2,1,0,Wood Frame,193500,165000,Not Sell
9.02824E+11,4309 Bryant Ave S #A104,SOUTHWEST,675,,30552,1922,1,1,1,0,Wood Frame,130000,193000,Sell
9.02824E+11,4315 Bryant Ave S #B103,SOUTHWEST,675,,30552,1922,1,1,1,0,Wood Frame,160500,235000,Sell
2.80292E+12,50 Groveland Terr #C201,CALHOUN-ISLE,675,,90635,1966,1,1,1,0,Wood Frame,160500,149900,Not Sell
4.02924E+11,4203 Humboldt Ave N,CAMDEN,675,602,6143,1917,1,2,1,0,Wood Frame,112000,149400,Sell
1.20282E+12,4243 28TH Ave S,NOKOMIS,676,676,5040,1923,1,1,1,0,Wood Frame,201000,217300,Sell
2.20292E+12,210 2ND St N #307,CENTRAL,676,,15331,1896,1,1,1,0,Brick & Mill,178000,257500,Sell
3.00292E+12,2600 University Ave SE #418,UNIVERSITY,676,,40920,2006,1,1,1,0,Wood Frame,203500,188000,Not Sell
4.02824E+11,3144 Bryant Ave S #4,CALHOUN-ISLE,678,,5897,1916,1,1,1,0,Wood Frame,155500,177400,Sell
1.00282E+12,4221 Nicollet Ave #102,SOUTHWEST,678,,7636,1929,1,1,1,0,Concrete,124000,160000,Sell
3.30292E+12,2706 Humboldt Ave S #303,CALHOUN-ISLE,678,,9600,1963,1,1,1,0,Wood Frame,182000,182000,Not Sell
4.02924E+11,3631 Lyndale Ave N,CAMDEN,678,678,4980,1923,1,2,1,0,Wood Frame,98000,122927,Sell
7.02823E+11,3406 40TH St E,LONGFELLOW,678,678,2720,1922,1,3,1,0,Wood Frame,159000,259000,Sell
2.70292E+12,410 Groveland Ave #106,CENTRAL,680,,87900,1968,1,1,1,0,Reinforced Concrete,103000,128000,Sell
1.02824E+11,3506 22ND Ave S,POWDERHORN,680,340,5643,1912,1,2,1,0,Wood Frame,159000,182500,Sell
5.02924E+11,4355 Russell Ave N,CAMDEN,680,680,5126,1927,1,2,1,0,Wood Frame,137000,188000,Sell
7.02823E+11,4132 45TH Ave S,LONGFELLOW,680,652,5120,1922,1,2,1,0,Wood Frame,185500,178000,Not Sell
1.90282E+12,5416 44TH Ave S,NOKOMIS,680,680,5120,1918,1,2,1,0,Wood Frame,210500,186800,Not Sell
3.02824E+11,3215 Pillsbury Ave #108,POWDERHORN,681,,14940,1965,1,1,1,0,Wood Frame,132000,148000,Sell
1.00282E+12,4221 Nicollet Ave #203,SOUTHWEST,682,,7636,1929,1,1,1,0,Concrete,144500,154700,Sell
2.60292E+12,929 Portland Ave #807,CENTRAL,682,,44274,2006,1,1,1,0,Concrete,227500,242500,Sell
2.70292E+12,1812 Clinton Ave #200,CENTRAL,682,,6400,1917,1,1,1,0,Wood Frame,118500,145000,Sell
1.02824E+11,3424 22ND Ave S,POWDERHORN,683,,6880,1905,1,2,1.5,0,Wood Frame,168000,175000,Sell
1.80292E+12,1901 Hennepin Ave E #108,UNIVERSITY,684,,49000,1923,1,1,1,0,Concrete,169000,214500,Sell
9.02924E+11,3555 Oliver Ave N,CAMDEN,684,576,5067,1911,1,2,1,0,Wood Frame,90500,95000,Sell
2.70292E+12,1812 Clinton Ave #302,CENTRAL,686,,6400,1917,1,1,1,0,Wood Frame,120500,135000,Sell
1.41182E+12,4400 Russell Ave N,CAMDEN,688,688,5042,1923,1,1,1,0,Wood Frame,113500,164900,Sell
2.80292E+12,48 Groveland Terr #B304,CALHOUN-ISLE,688,,90635,1966,1,1,1,0,Wood Frame,176000,153900,Not Sell
6.02823E+11,3725 42ND Ave S,LONGFELLOW,688,688,5080,1920,1,2,1,0,Wood Frame,200000,100000,Not Sell
4.02824E+11,3421 Hennepin Ave #5,CALHOUN-ISLE,690,,5355,1924,1,1,1,0,Wood Frame,119000,126100,Sell
2.80292E+12,1934 Aldrich Ave S #104,CALHOUN-ISLE,691,691,31950,1905,2,1,2,0,Wood Frame,206500,212144,Not Sell
1.70282E+12,4750 53RD St E #107,NOKOMIS,692,,27290,2005,1,1,1,0,Wood Frame,165500,166840,Not Sell
2.20282E+12,5604 1ST Ave S,SOUTHWEST,692,346,5040,1923,1,2,1,0,Wood Frame,168500,125000,Not Sell
5.02924E+11,3634 Washburn Ave N,CAMDEN,692,692,5654,1924,2,2,1,0,Wood Frame,141500,204670,Sell
2.20282E+12,6109 3RD Ave S,NOKOMIS,693,693,5280,1926,1,2,1.2,0,Wood Frame,179500,207500,Sell
1.40292E+12,215 7TH St NE #116,NORTHEAST,694,,36981,1924,1,1,1,0,Brick & Mill,166500,164803,Not Sell
2.20292E+12,210 2ND St N #402,CENTRAL,694,,15331,1896,1,1,1,0,Brick & Mill,170500,249500,Sell
3.40292E+12,2500 Blaisdell Ave #215,POWDERHORN,696,,33000,1959,1,1,1,0,Wood Frame,73000,120263,Sell
2.02924E+11,3546 Valley St,NORTHEAST,696,696,8490,1948,1,2,1,0,Wood Frame,204500,197000,Not Sell
1.10282E+12,4217 12TH Ave S,NOKOMIS,696,696,4078,1924,1,2,1.2,0,Wood Frame,193000,193903,Not Sell
1.10282E+12,4546 15TH Ave S,NOKOMIS,696,624,5418,1911,1,2,1.5,0,Wood Frame,194000,220000,Sell
2.00282E+12,2721 60TH St W,SOUTHWEST,696,696,5805,1946,1,2,1,0,Wood Frame,210500,240000,Sell
8.02924E+11,2754 Sheridan Ave N,NEAR NORTH,697,220,5126,1922,1,2,1,0,Wood Frame,77000,129300,Sell
3.10292E+12,2849 41ST Ave S,LONGFELLOW,698,698,5160,1914,1,1,1,0,Wood Frame,186500,221000,Sell
2.80292E+12,1934 Aldrich Ave S #301,CALHOUN-ISLE,698,,31950,1905,1,2,1,0,Wood Frame,139500,165000,Sell
1.50282E+12,4721 4TH Ave S,NOKOMIS,698,698,5160,1927,2,2,1,0,Wood Frame,233000,300000,Sell
6.02823E+11,3633 41ST Ave S,LONGFELLOW,699,,5376,1915,1,1,1.7,0,Wood Frame,139500,132500,Not Sell
1.00282E+12,4211 4TH Ave S,NOKOMIS,701,764,5280,1924,1,2,1,0,Wood Frame,191500,134077,Not Sell
2.60292E+12,929 Portland Ave #802,CENTRAL,702,,44274,2006,1,1,1,0,Concrete,251000,229500,Not Sell
2.60292E+12,929 Portland Ave #1202,CENTRAL,702,,44274,2006,1,1,1,0,Concrete,260000,245000,Not Sell
3.60292E+12,2929 21ST Ave S #311,PHILLIPS,702,,19978,2006,1,1,1,0,Wood Frame,127000,165000,Sell
2.60292E+12,1801 10TH Ave S #1801,PHILLIPS,702,702,10125,1901,1,2,1,0,Wood Frame,120000,180000,Sell
2.02824E+11,3705 13TH Ave S,POWDERHORN,704,704,6381,1913,1,2,1,0,Wood Frame,215000,234400,Sell
6.02823E+11,3644 40TH Ave S,LONGFELLOW,704,704,5376,1913,1,2,1.2,0,Wood Frame,201500,200700,Not Sell
1.00282E+12,4314 Wentworth Ave,SOUTHWEST,704,704,5280,1909,1,2,1,0,Wood Frame,214000,201000,Not Sell
2.20282E+12,5608 1ST Ave S,SOUTHWEST,704,440,5040,1920,1,3,1.5,0,Wood Frame,230000,265000,Sell
7.02823E+11,4245 39TH Ave S,LONGFELLOW,705,577,5120,1914,1,1,1,0,Wood Frame,182500,171000,Not Sell
1.40292E+12,720 3RD Ave NE #222,NORTHEAST,705,,44339,1989,1,1,1,0,Wood Frame,130500,145000,Sell
2.80292E+12,1912 Dupont Ave S #106,CALHOUN-ISLE,706,,19575,1960,1,1,1,0,Wood Frame,134000,139000,Sell
1.21182E+12,5124 Camden Ave,CAMDEN,706,378,8324,1902,1,2,1.5,0,Wood Frame,117500,187210,Sell
2.00282E+12,5936 Upton Ave S,SOUTHWEST,706,706,5080,1950,1,2,1,1,Wood Frame,237500,234644,Not Sell
2.40282E+12,5444 30TH Ave S,NOKOMIS,706,706,5120,1950,2,3,1,0,Wood Frame,224500,254000,Sell
1.40292E+12,720 3RD Ave NE #319,NORTHEAST,707,,44339,1989,1,1,1,0,Wood Frame,132000,148500,Sell
4.02824E+11,3520 Emerson Ave S #201,CALHOUN-ISLE,708,,8127,1927,1,2,1,0,Wood Frame,190000,190000,Not Sell
6.02823E+11,3540 40TH Ave S,LONGFELLOW,708,,4992,1908,1,2,1.2,0,Wood Frame,183000,236000,Sell
1.90282E+12,4024 55TH St E,NOKOMIS,708,708,6750,1946,2,3,1,0,Wood Frame,228500,274900,Sell
2.30292E+12,19 1ST St S #B1906,CENTRAL,710,,166650,1965,1,1,1,0,Reinforced Concrete,168500,188000,Sell
2.30292E+12,19 1ST St S #B2205,CENTRAL,710,,166650,1965,1,1,1,0,Reinforced Concrete,173500,168624,Not Sell
2.40282E+12,5444 27TH Ave S,NOKOMIS,710,490,5120,1924,1,1,1.2,0,Wood Frame,194000,207000,Sell
2.70292E+12,1821 1ST Ave S #3,CENTRAL,710,,7680,1915,1,3,1,0,Wood Frame,93000,112400,Sell
2.20292E+12,748 3RD St N #402,CENTRAL,711,,31256,1915,1,1,1,0,Concrete,250000,269400,Sell
4.02924E+11,3611 Girard Ave N,CAMDEN,711,476,4970,1907,1,2,1.5,0,Wood Frame,88500,109440,Sell
1.10282E+12,4020 11TH Ave S,POWDERHORN,712,511,4994,1910,1,1,1.5,0,Wood Frame,165000,92500,Not Sell
3.02824E+11,3215 Pillsbury Ave #105,POWDERHORN,713,,14940,1965,1,1,1,0,Wood Frame,134000,140000,Sell
1.10292E+12,1729 6TH St NE #106,NORTHEAST,713,,61666,1995,1,1,1,0,Wood Frame,76500,75500,Not Sell
1.10292E+12,1729 6TH St NE #212,NORTHEAST,713,,61666,1995,1,1,1,0,Wood Frame,76500,89000,Sell
2.20292E+12,400 1ST St N #412,CENTRAL,713,,18900,1900,1,1,0,0,Brick & Mill,225000,251000,Sell
2.30292E+12,15 1ST St S #A-209,CENTRAL,714,,166650,1965,1,1,1,0,Reinforced Concrete,130000,166000,Sell
2.30292E+12,15 1ST St S #A1518,CENTRAL,714,,166650,1965,1,1,1,0,Reinforced Concrete,161500,158000,Not Sell
1.40282E+12,5316 14TH Ave S,NOKOMIS,714,714,5118,1927,1,2,1,0,Wood Frame,250000,300000,Sell
4.02924E+11,3654 Aldrich Ave N,CAMDEN,714,678,4981,1924,2,3,1,0,Wood Frame,97000,34000,Not Sell
1.20282E+12,4232 27TH Ave S,POWDERHORN,714,714,4840,1921,2,3,1,0,Wood Frame,238500,297000,Sell
5.02824E+11,3150 Excelsior Blvd #101,CALHOUN-ISLE,715,,32650,1966,1,1,1,0,Wood Frame,121500,142100,Sell
3.40292E+12,2610 Garfield Ave #206,POWDERHORN,715,,21244,1900,1,1,1,0,Wood Frame,121500,127000,Sell
1.40292E+12,720 3RD Ave NE #107,NORTHEAST,716,,44339,1989,1,1,1,0,Wood Frame,131000,128000,Not Sell
2.30292E+12,20 2ND St NE #P2102,UNIVERSITY,717,,71491,1983,1,1,1,0,Concrete,197500,179900,Not Sell
